,name,artists,year,duration_s,tempo,acousticness,energy,valence,key,popularity,explicit
24034,Caprichos de mujer,Los Acosta,2001,203.732,102.488,0.0632,0.765,0.652,9,42,No
24362,Volvamos A Empezar,Los Acosta,2010,219.893,156.018,0.471,0.733,0.919,7,49,No
28562,Porque Estas Enamorada,Los Acosta,2001,203.427,96.101,0.403,0.618,0.771,11,42,No
28578,Te Necesito,Los Acosta,2001,220.173,172.113,0.0356,0.687,0.839,5,42,No
28822,Una chica está llorando,Los Acosta,2008,185.933,101.508,0.0884,0.753,0.769,2,47,No
33050,Me parece,Los Acosta,2007,196.133,100.842,0.101,0.701,0.865,6,45,No
37088,Siempre te recordaré,Los Acosta,2007,193.187,103.475,0.356,0.724,0.799,7,45,No
37151,Y Cómo Te Va,Los Acosta,2009,251.587,102.035,0.176,0.721,0.9,7,46,No
40738,Jamás,Los Acosta,1995,239.36,112.007,0.375,0.636,0.567,0,37,No
44967,Me marcharé,Los Acosta,2007,195.627,110.02,0.00374,0.62,0.567,9,44,No
58975,Sin razón,Los Acosta,1992,223.893,109.984,0.233,0.532,0.448,7,55,No
59102,Voy a pintar un corazón,Los Acosta,1995,208.64,102.035,0.117,0.588,0.853,9,55,No
59104,Como Una Novela,Los Acosta,1995,226.28,101.944,0.309,0.565,0.655,0,66,No
59756,Voy a pintar un corazón,Los Acosta,2007,208.64,102.035,0.117,0.588,0.853,9,63,No
65821,Tonto corazón,Los Acosta,1991,206.64,103.759,0.00916,0.945,0.619,2,52,No
66306,Contra El Dragón,Los Acosta,2001,226.387,102.063,0.134,0.647,0.928,1,61,No
66343,Mi Corazón Es Un Vagabundo,Los Acosta,2001,196.373,102.068,0.208,0.746,0.964,2,58,No
73336,Deja Una Rosa En Tu Balcón,Los Acosta,2009,239.693,102.035,0.42,0.592,0.942,4,62,No
79419,Separados,Los Acosta,1995,192.653,108.057,0.0615,0.698,0.634,4,44,No
80194,Como Una Novela,Los Acosta,2012,224.293,101.955,0.285,0.617,0.672,0,64,No
92021,Qué pena,Los Acosta,1991,186.987,103.264,0.0351,0.966,0.77,1,42,No
92200,Te Amare Hasta Morir,Los Acosta,1995,278.96,110.026,0.406,0.646,0.6,9,46,No
92456,Perdona,Los Acosta,2001,254.067,110.093,0.181,0.726,0.743,4,50,No
97952,Pobrecito de mí,Los Acosta,1991,196.067,101.782,0.0483,0.946,0.74,2,42,No
98034,Me lo dijo una gitana,Los Acosta,1992,186.933,100.848,0.0911,0.67,0.732,0,42,No
98741,Sin Ti,Los Acosta,2010,231.16,155.91,0.443,0.685,0.764,9,55,No
104194,Palabras,Los Acosta,2000,233.467,102.041,0.0986,0.601,0.917,10,45,No
104501,Tonto corazón,Los Acosta,2008,209.693,103.782,0.01,0.889,0.647,11,53,No
109863,En Algún Lugar,Los Acosta,2001,228.12,102.093,0.246,0.728,0.798,11,48,No
109874,El amor de mi vida,Los Acosta,2001,216.642,101.536,0.32,0.702,0.654,9,47,No
110218,Cuando Vuelvas Tú,Los Acosta,2010,236.493,80.066,0.417,0.709,0.907,0,53,No
110249,Mi Verdadero Amor,Los Acosta,2010,224.467,168.471,0.561,0.697,0.759,10,53,No
3662,Ayer A Estas Hora,Los Bukis,1984,200.853,104.696,0.0227,0.583,0.624,7,32,No
3751,Amame,Los Bukis,1985,208.427,82.508,0.181,0.373,0.532,2,32,No
8810,Si Te Sientes Tan Solo,Los Bukis,1984,162.427,166.803,0.0288,0.665,0.889,11,31,No
8822,Tienes Razon,Los Bukis,1984,163.427,103.692,0.425,0.459,0.899,2,30,No
8871,Deveras,Los Bukis,1985,253.44,97.66,0.512,0.478,0.971,2,30,No
9140,Que Puedo Hacer Por Ti,Los Bukis,1991,271.347,137.61,0.274,0.505,0.756,2,36,No
9213,Te Olvide,Los Bukis,1993,291.973,140.498,0.119,0.642,0.895,2,38,No
9245,Tiempo Para Ti,Los Bukis,1993,193.12,116.442,0.0345,0.528,0.922,2,38,No
13703,Ella No Sabia,Los Bukis,1984,198.493,92.064,0.345,0.437,0.506,9,31,No
13713,Mi Gran Verdad,Los Bukis,1984,189.893,103.044,0.0687,0.619,0.757,2,30,No
13714,Los Chicanos,Los Bukis,1984,137.067,109.061,0.161,0.697,0.973,0,30,No
13736,Al Fin,Los Bukis,1984,207.6,106.021,0.034,0.637,0.721,7,30,No
13801,"Adios, Lo Siento",Los Bukis,1985,187.44,97.594,0.324,0.729,0.978,2,29,No
14085,Mi Deseo,Los Bukis,1991,242.307,101.492,0.281,0.523,0.49,2,36,No
18524,A Mi Ley,Los Bukis,1984,153.867,103.175,0.429,0.594,0.966,7,29,No
18542,Una Vez Mas,Los Bukis,1984,185.573,96.206,0.288,0.669,0.794,2,29,No
18886,No Te Des Por Vencido,Los Bukis,1991,210.853,95.457,0.249,0.538,0.742,7,34,No
18928,Volvere,Los Bukis,1992,209.493,134.549,0.139,0.743,0.925,0,36,No
23337,No Le Hago Al Barro,Los Bukis,1984,193.16,124.087,0.421,0.707,0.89,9,27,No
23356,Mi Castigo De Quererte,Los Bukis,1984,183.667,98.588,0.565,0.532,0.84,7,28,No
23361,Que Las Mantenga El Gobierno,Los Bukis,1984,197.427,98.131,0.648,0.828,0.972,7,26,No
27867,Quisiera Mejor Morir,Los Bukis,1984,162.427,110.463,0.0964,0.589,0.854,9,28,No
28215,Buena Lección,Los Bukis,1992,261.133,103.41,0.253,0.538,0.325,4,36,No
28330,Bajo Los Ojos De Dios,Los Bukis,1995,225.92,179.93,0.357,0.6,0.786,9,37,No
28550,Mi Pobre Corazón,Los Bukis,2001,190.053,165.324,0.371,0.672,0.954,4,43,No
32660,Corazon Limpio,Los Bukis,1995,179.987,91.411,0.187,0.666,0.896,4,36,No
32662,Equivocado,Los Bukis,1995,238.907,99.919,0.394,0.548,0.693,7,37,No
32667,Himno A La Humildad,Los Bukis,1995,265.853,97.903,0.219,0.272,0.548,7,37,No
32874,Me Dio Coraje,Los Bukis,2001,186.093,96.73,0.158,0.454,0.651,4,42,No
36224,Volvamos A Intentar,Los Bukis,1984,175.533,103.671,0.464,0.375,0.449,0,26,No
36247,La Cumbia Michoacana,Los Bukis,1984,160.427,107.745,0.837,0.496,0.962,4,26,No
36667,Junto A La Mujer Que Amo,Los Bukis,1995,221.773,101.898,0.238,0.477,0.724,0,37,No
40309,Que Pensabas,Los Bukis,1984,202.573,197.085,0.371,0.637,0.931,0,25,No
41020,Alguien Se Quedó Llorando,Los Bukis,2003,222.6,80.873,0.586,0.483,0.508,9,42,No
50824,Yo Te Necesito,Los Bukis,1984,178.24,181.519,0.281,0.643,0.773,9,61,No
51274,Chiquilla Bonita,Los Bukis,1991,286.013,105.453,0.237,0.594,0.712,0,60,No
51354,Quiereme,Los Bukis,1992,247.84,146.5,0.312,0.46,0.137,7,60,No
51406,Acepto Mi Derrota,Los Bukis,1993,248.56,144.51,0.068,0.461,0.26,9,63,No
51521,Será Mejor Que Te Vayas,Los Bukis,1995,299.627,77.899,0.238,0.448,0.682,9,63,No
51941,Tu Cárcel,Los Bukis,2003,212.227,100.027,0.355,0.61,0.864,7,68,No
58486,Presiento Que Voy A Llorar,Los Bukis,1984,206.44,82.344,0.0761,0.438,0.4,0,55,No
58490,Necesito Una Compañera,Los Bukis,1984,231.427,187.39,0.672,0.395,0.649,0,55,No
58503,Necesita De Ti,Los Bukis,1984,212.44,156.969,0.608,0.353,0.529,7,53,No
58506,Mi Fantasia,Los Bukis,1984,203.4,126.405,0.468,0.487,0.962,0,53,No
58525,Estabas Tan Linda,Los Bukis,1984,225.96,78.801,0.176,0.513,0.344,11,51,No
58527,Viva El Amor,Los Bukis,1984,226.16,92.218,0.741,0.48,0.895,4,51,No
58528,Si Tu Quisieras,Los Bukis,1984,182.707,103.209,0.092,0.604,0.592,9,50,No
58540,Ya No Te Vayas,Los Bukis,1984,244.427,101.945,0.51,0.399,0.541,4,51,No
58548,Como Me Haces Falta,Los Bukis,1985,235.427,97.115,0.474,0.452,0.618,4,55,No
58549,Loco Por Ti,Los Bukis,1985,230.427,104.634,0.721,0.553,0.967,2,55,No
58553,Con Amor,Los Bukis,1985,251.44,169.847,0.456,0.393,0.83,9,53,No
58564,Si Tú Te Fueras De Mí,Los Bukis,1985,188.44,100.039,0.673,0.453,0.612,4,53,No
58575,Adonde Vas?,Los Bukis,1985,243.4,140.178,0.752,0.445,0.36,4,52,No
58957,Mi Mayor Necesidad,Los Bukis,1992,245.787,164.732,0.131,0.515,0.739,0,57,No
58964,Que Duro Es Llorar Así,Los Bukis,1992,216.573,75.319,0.0992,0.54,0.53,4,55,No
58991,Dime Donde Y Cuando,Los Bukis,1992,234.413,164.665,0.134,0.674,0.967,7,54,No
59017,Encadenada A Mi - Cumbia,Los Bukis,1993,229.88,155.546,0.0576,0.6,0.977,7,56,No
59123,Una Mujer Como Tú,Los Bukis,1995,210.653,179.758,0.554,0.427,0.693,4,59,No
59411,Como Fui A Enamorarme De Ti,Los Bukis,2001,269.76,150.305,0.0195,0.507,0.423,2,64,No
59419,A Donde Vayas,Los Bukis,2001,208.067,85.188,0.418,0.506,0.265,0,64,No
59456,Tus Mentiras,Los Bukis,2001,286.4,103.799,0.026,0.513,0.717,2,60,No
65392,Sabes,Los Bukis,1984,169.827,158.734,0.0425,0.543,0.423,1,49,No
65791,Después De Un Adiós,Los Bukis,1991,255.04,97.37,0.227,0.45,0.537,7,53,No
65818,Dime Que No Te Perdí,Los Bukis,1991,240.8,75.296,0.175,0.443,0.458,0,51,No
65874,El Celoso,Los Bukis,1992,204.693,95.393,0.191,0.613,0.895,4,53,No
65897,Viéndolo Bien,Los Bukis,1992,171.16,102.974,0.148,0.584,0.956,2,52,No
65900,Tu Ingratitud,Los Bukis,1993,211.587,91.437,0.211,0.5,0.811,5,55,No
65919,Y Yo Sin Ti,Los Bukis,1993,221.987,87.352,0.168,0.43,0.761,2,53,No
65924,Morenita,Los Bukis,1993,162.987,166.542,0.0882,0.633,0.893,0,52,No
66031,Te Amo Mamá,Los Bukis,1995,285.107,99.898,0.463,0.425,0.671,7,55,No
66350,Ladrón De Buena Suerte,Los Bukis,2001,211.587,161.009,0.157,0.624,0.45,4,57,No
72589,Inalcanzable,Los Bukis,1993,273.947,136.656,0.0838,0.402,0.303,2,50,No
72983,Y Ahora Te Vas,Los Bukis,2001,235.133,114.245,0.321,0.699,0.965,9,56,No
73012,Si Me Recuerdas,Los Bukis,2001,274.253,92.793,0.0519,0.405,0.739,2,55,No
73088,Me Volví A Acordar De Ti,Los Bukis,2003,207.187,133.55,0.0911,0.654,0.886,9,57,No
79694,"Vete, Aléjate De Mi",Los Bukis,2001,228.933,102.171,0.0253,0.46,0.276,0,53,No
79699,Dejale Oir Tu Voz,Los Bukis,2001,305.933,95.212,0.0233,0.345,0.588,11,53,No
79783,Este Adiós,Los Bukis,2003,194.48,130.461,0.42,0.55,0.968,11,53,No
79787,No Me Arrepiento,Los Bukis,2003,302.133,87.156,0.102,0.495,0.533,11,53,No
85523,Te Esperare,Los Bukis,1984,219.613,180.491,0.0938,0.494,0.584,7,42,No
85534,Qúe Lástima,Los Bukis,1984,221.04,152.262,0.314,0.821,0.762,11,42,No
85564,Mi Najayita,Los Bukis,1984,181.653,93.868,0.169,0.601,0.969,7,39,No
86381,Que Mala,Los Bukis,2001,198.173,96.213,0.441,0.621,0.855,5,51,No
86386,Sí Vieras Cuanto,Los Bukis,2001,203.52,130.24,0.0628,0.612,0.969,7,51,No
91637,En Un Rato Más,Los Bukis,1984,153.2,103.849,0.0595,0.639,0.864,7,38,No
91677,Si Me Quieres,Los Bukis,1984,174.427,95.999,0.0701,0.5,0.769,9,37,No
91680,Llega Que Llega,Los Bukis,1984,172.427,95.317,0.765,0.437,0.871,1,38,No
91689,Fijate... Fijate,Los Bukis,1985,172.427,156.467,0.457,0.652,0.971,7,37,No
92097,A Aquella,Los Bukis,1993,212.787,92.366,0.0893,0.502,0.556,4,44,No
92431,Te Voy A Amar,Los Bukis,2001,208.907,164.479,0.103,0.619,0.562,2,51,No
92520,Donde Estas,Los Bukis,2003,205.347,133.696,0.448,0.684,0.966,6,50,No
97631,Te Encontrare,Los Bukis,1984,223.44,92.635,0.251,0.656,0.965,9,36,No
97652,Te Tuve Y Te Perdi,Los Bukis,1984,152.4,106.593,0.247,0.319,0.911,0,37,No
97654,Una Noche Como Esta,Los Bukis,1984,165.427,81.95,0.859,0.294,0.687,4,37,No
97666,Más Feliz Que Tú,Los Bukis,1984,193.44,94.786,0.134,0.781,0.954,7,35,No
97707,Mañana,Los Bukis,1985,197.44,132.048,0.523,0.529,0.93,5,34,No
97854,Falso Amor,Los Bukis,1989,176.56,104.149,0.203,0.455,0.634,0,44,No
97953,Dos,Los Bukis,1991,186.693,94.457,0.345,0.492,0.712,4,42,No
97971,Mi Ironia,Los Bukis,1991,255.96,171.487,0.126,0.58,0.476,7,41,No
98016,Que Le Vaya Bien,Los Bukis,1992,225.64,132.415,0.142,0.718,0.866,2,44,No
98800,Si Ya No Te Vuelvo A Ver,Los Bukis,2011,231.52,97.546,0.458,0.49,0.615,7,54,No
103410,Quiéreme Como Soy,Los Bukis,1984,170.427,170.334,0.514,0.83,0.972,5,35,No
103437,Las Musiqueras,Los Bukis,1984,196.64,95.595,0.149,0.798,0.96,7,33,No
103805,A Traves De Tus Ojos,Los Bukis,1991,192.853,130.938,0.143,0.473,0.733,7,40,No
104329,Navidad Sin Ti,Los Bukis,2003,254.933,79.855,0.238,0.362,0.584,2,51,No
109098,Desde Entonces,Los Bukis,1984,179.533,84.477,0.151,0.554,0.767,6,33,No
109114,Por El Bien De Los Dos,Los Bukis,1984,156.4,116.868,0.00247,0.502,0.905,1,34,No
109118,Mi Error,Los Bukis,1984,165.44,110.751,0.0442,0.614,0.895,5,33,No
109127,Me Muero Porque Seas Mi Novia,Los Bukis,1984,179.747,179.563,0.3,0.603,0.973,7,32,No
109141,Si No Es Contigo,Los Bukis,1984,171.307,138.266,0.741,0.374,0.814,2,33,No
109421,Alla Tú,Los Bukis,1991,185.92,177.576,0.439,0.533,0.951,1,39,No
109484,Porque Siempre Te Amare,Los Bukis,1992,188.507,126.407,0.244,0.656,0.927,9,41,No
109558,Contra Viento Y Marea,Los Bukis,1993,175.84,120.544,0.165,0.489,0.823,1,41,No
4388,Mi Linda Esposa,Los Invasores De Nuevo León,2000,225.267,99.994,0.16,0.5,0.771,5,44,No
4453,Mi Flor De Naranjo,Los Invasores De Nuevo León,2002,151.333,108.075,0.2,0.682,0.961,7,48,No
4462,Aguanta Corazón,Los Invasores De Nuevo León,2002,133.76,105.391,0.16,0.413,0.965,1,49,No
4466,Ni Dada La Quiero,Los Invasores De Nuevo León,2002,185.64,113.138,0.074,0.68,0.966,8,47,No
4487,Eslabón Por Eslabón,Los Invasores De Nuevo León,2002,182.2,112.159,0.138,0.456,0.965,10,49,No
8931,Lucio Peña,Los Invasores De Nuevo León,1987,193.707,118.458,0.0767,0.664,0.852,7,36,No
8971,El Careto Y El Comando,Los Invasores De Nuevo León,1987,182.44,100.524,0.108,0.565,0.961,10,35,No
9486,Concha Del Alma,Los Invasores De Nuevo León,1999,182.027,171.794,0.348,0.44,0.911,10,43,No
9579,Mi Casa Nueva,Los Invasores De Nuevo León,2002,168.173,106.454,0.272,0.446,0.931,8,49,No
13804,La Fuga De Reynosa,Los Invasores De Nuevo León,1985,183.96,96.44,0.772,0.452,0.963,7,31,No
13880,El Profugo De Tijuana,Los Invasores De Nuevo León,1987,164.133,98.365,0.113,0.601,0.845,0,34,No
13906,Florentino Ventura,Los Invasores De Nuevo León,1987,181.933,96.672,0.164,0.464,0.821,5,34,No
18624,Homenaje A Carlos Y José,Los Invasores De Nuevo León,1985,160.76,107.6,0.712,0.667,0.97,8,28,No
18640,Dos Claveles,Los Invasores De Nuevo León,1986,182.093,100.15,0.0744,0.685,0.966,4,30,No
18669,Mi Flor De Naranjo,Los Invasores De Nuevo León,1986,151.733,216.282,0.331,0.704,0.957,7,30,No
18707,Alfonso Cano,Los Invasores De Nuevo León,1987,185.293,96.188,0.061,0.582,0.918,7,33,No
19061,Para Que Te Explico,Los Invasores De Nuevo León,1995,157.067,87.948,0.162,0.359,0.728,10,38,No
23431,Arriba Nuevo Leon,Los Invasores De Nuevo León,1986,203.0,97.048,0.121,0.834,0.97,4,30,No
23815,Sabor De Olvido,Los Invasores De Nuevo León,1995,177.467,98.489,0.184,0.405,0.874,10,37,No
24353,En El Último Rincón,Los Invasores De Nuevo León,2010,211.707,95.01,0.364,0.518,0.827,0,51,No
27908,La Novia De Mi Hermano,Los Invasores De Nuevo León,1985,158.133,185.21,0.753,0.451,0.865,8,26,No
27930,El Preso De Nuevo León,Los Invasores De Nuevo León,1985,184.24,110.541,0.576,0.642,0.95,9,27,No
27980,Todo Se Paga,Los Invasores De Nuevo León,1986,166.867,98.881,0.245,0.77,0.885,2,28,No
27983,El Hijo Del Campo,Los Invasores De Nuevo León,1987,151.933,113.999,0.0433,0.493,0.764,9,31,No
28306,Amor De Paso,Los Invasores De Nuevo León,1994,155.64,99.278,0.459,0.366,0.908,8,33,No
28811,Nada Contigo,Los Invasores De Nuevo León,2008,168.253,107.016,0.163,0.477,0.948,10,40,No
32618,Dime,Los Invasores De Nuevo León,1994,171.933,112.171,0.397,0.444,0.832,7,32,No
32911,La Fuga Del Rojo,Los Invasores De Nuevo León,2002,153.333,99.461,0.32,0.388,0.804,10,36,No
36286,Jesús Martínez,Los Invasores De Nuevo León,1985,157.027,186.591,0.532,0.541,0.954,9,26,No
36535,Y Despues Que,Los Invasores De Nuevo León,1991,185.947,93.101,0.0419,0.517,0.957,9,32,No
36951,"Hierba, Polvo Y Plomo",Los Invasores De Nuevo León,2002,169.16,97.953,0.275,0.411,0.887,8,35,No
40350,La Mujer De Demetrio,Los Invasores De Nuevo León,1985,136.773,113.546,0.604,0.564,0.961,9,26,No
40949,Amor A La Ligera,Los Invasores De Nuevo León,2001,142.6,112.84,0.142,0.543,0.983,10,35,No
44201,Lupe Ruvalcaba,Los Invasores De Nuevo León,1985,188.56,185.514,0.79,0.406,0.952,7,26,No
45124,La Viviana,Los Invasores De Nuevo León,2012,208.0,172.117,0.294,0.527,0.783,9,49,No
50886,Laurita Garza,Los Invasores De Nuevo León,1985,192.44,189.662,0.452,0.349,0.873,10,55,No
51057,Clave 7,Los Invasores De Nuevo León,1987,219.827,195.444,0.0899,0.536,0.853,7,56,No
51394,Playa Sola,Los Invasores De Nuevo León,1993,175.667,105.384,0.241,0.645,0.968,2,62,No
58592,Rafael Caro Quintero,Los Invasores De Nuevo León,1985,188.533,96.161,0.736,0.606,0.93,9,50,No
59206,A Mi Que Me Quedo,Los Invasores De Nuevo León,1997,161.493,160.147,0.046,0.445,0.87,11,64,No
59414,Mi Casa Nueva,Los Invasores De Nuevo León,2001,166.733,106.581,0.272,0.433,0.947,8,57,No
65490,El Ultimo Cartucho,Los Invasores De Nuevo León,1985,201.067,183.38,0.751,0.496,0.921,8,47,No
65559,Aviéntame,Los Invasores De Nuevo León,1986,192.173,173.846,0.155,0.48,0.81,7,49,No
65574,Mi Caballo Pobre,Los Invasores De Nuevo León,1987,162.267,171.675,0.0624,0.548,0.919,7,52,No
66212,Total Ya Se Fue,Los Invasores De Nuevo León,1999,188.093,176.517,0.239,0.392,0.763,0,58,No
72291,El Subteniente Linares,Los Invasores De Nuevo León,1987,211.2,96.584,0.099,0.575,0.91,5,47,No
79201,Lo Callaré,Los Invasores De Nuevo León,1991,187.613,88.784,0.318,0.309,0.758,9,48,No
79413,En Eso No Quedamos,Los Invasores De Nuevo León,1995,177.973,93.023,0.529,0.364,0.898,9,49,No
79571,Se Acabó,Los Invasores De Nuevo León,1999,208.893,168.238,0.15,0.543,0.708,2,54,No
79669,Eslabón Por Eslabón,Los Invasores De Nuevo León,2001,181.2,112.184,0.138,0.462,0.965,10,48,No
79685,Aguanta Corazón,Los Invasores De Nuevo León,2001,132.16,105.609,0.153,0.342,0.966,1,48,No
79970,Ya No Te Amo,Los Invasores De Nuevo León,2007,185.36,157.997,0.189,0.73,0.958,2,58,No
85927,Gracias Porque Volviste,Los Invasores De Nuevo León,1991,189.093,157.678,0.228,0.375,0.791,9,44,No
85937,Distancia Maldita,Los Invasores De Nuevo León,1991,186.173,97.755,0.417,0.45,0.898,9,44,No
86081,Para Ti Mi Amor,Los Invasores De Nuevo León,1994,184.533,171.983,0.147,0.424,0.907,9,48,No
92061,El Preso de Nuevo León,Los Invasores De Nuevo León,1992,181.387,111.846,0.0579,0.864,0.829,9,44,No
92161,La Vieja Banca,Los Invasores De Nuevo León,1995,158.893,86.455,0.463,0.363,0.678,10,47,No
92173,Derrotado Corazón,Los Invasores De Nuevo León,1995,172.373,102.942,0.412,0.283,0.854,3,42,No
92192,Corazón De Oro,Los Invasores De Nuevo León,1995,187.467,94.041,0.0623,0.322,0.681,2,47,No
92203,Me Refiero A Tí,Los Invasores De Nuevo León,1995,196.307,88.663,0.343,0.356,0.91,2,46,No
92367,De Vida O Muerte,Los Invasores De Nuevo León,1999,181.0,168.339,0.075,0.639,0.841,2,50,No
92464,Moneda Sin Valor,Los Invasores De Nuevo León,2001,177.627,116.132,0.193,0.599,0.969,7,51,No
92479,Rosalinda,Los Invasores De Nuevo León,2002,188.4,117.954,0.214,0.462,0.893,8,51,No
92540,Ni Que Tuvieras Tanta Suerte,Los Invasores De Nuevo León,2003,165.853,104.187,0.148,0.734,0.821,7,52,No
92590,Que No Se Apague La Lumbre,Los Invasores De Nuevo León,2004,166.107,187.88,0.689,0.311,0.95,8,51,No
98175,Qué Valor De Mujer,Los Invasores De Nuevo León,1995,193.133,94.102,0.319,0.379,0.846,9,45,No
98443,Amor A La Ligera,Los Invasores De Nuevo León,2002,143.733,112.837,0.153,0.57,0.981,10,49,No
98448,Bajo Mil Llaves,Los Invasores De Nuevo León,2002,149.067,107.381,0.176,0.523,0.95,9,49,No
98459,Que No Se Apague La Lumbre,Los Invasores De Nuevo León,2002,164.387,187.611,0.482,0.512,0.959,8,42,No
103906,Quiéreme Como Te Quiero,Los Invasores De Nuevo León,1994,188.427,100.112,0.15,0.483,0.915,9,43,No
103955,Me Sobra Llanto,Los Invasores De Nuevo León,1995,174.893,84.818,0.227,0.313,0.897,0,45,No
104032,Ponle Ventanas Al Viento,Los Invasores De Nuevo León,1997,219.0,81.044,0.255,0.613,0.67,9,45,No
104201,Que Poca,Los Invasores De Nuevo León,2000,202.733,104.189,0.344,0.62,0.952,0,46,No
109257,Alfredo Galeana,Los Invasores De Nuevo León,1987,197.16,193.758,0.107,0.583,0.92,9,37,No
109930,Ni Dada La Quiero,Los Invasores De Nuevo León,2002,186.467,112.624,0.163,0.462,0.965,8,44,No
3822,Una Miradita,Los Temerarios,1987,218.293,173.204,0.346,0.612,0.782,9,35,No
4219,Primer Amor,Los Temerarios,1996,164.52,94.223,0.234,0.633,0.887,7,42,No
4225,Cuando Quieras Verme,Los Temerarios,1996,171.6,195.492,0.108,0.54,0.442,2,40,No
4231,La Traicionera,Los Temerarios,1996,203.72,94.194,0.0326,0.552,0.834,1,40,No
4287,Ya Me Voy para Siempre,Los Temerarios,1997,253.4,82.416,0.438,0.739,0.377,7,41,No
4301,Bella Pero Mala,Los Temerarios,1998,229.933,118.305,0.586,0.557,0.85,4,44,No
4329,Que Te Vas,Los Temerarios,1998,242.333,150.477,0.373,0.501,0.822,0,42,No
14332,El Amor de Mi Vida,Los Temerarios,1998,252.4,74.192,0.424,0.496,0.347,0,42,No
14481,Como Ayer,Los Temerarios,2002,176.76,92.858,0.212,0.596,0.834,7,44,No
23841,Pequeña,Los Temerarios,1996,200.893,93.534,0.286,0.641,0.629,7,40,No
23931,Dijiste Adiós,Los Temerarios,1998,270.973,99.217,0.492,0.386,0.193,5,41,No
24132,La Diferencia,Los Temerarios,2004,171.72,85.928,0.586,0.482,0.544,0,43,No
28016,Todo Fue Mentira,Los Temerarios,1987,197.387,99.128,0.111,0.585,0.692,7,37,No
28543,Fueron Tus Palabras,Los Temerarios,2001,202.067,99.809,0.0342,0.536,0.714,2,41,No
28588,Comer a Besos,Los Temerarios,2002,226.547,162.057,0.192,0.743,0.65,2,43,No
28755,Que Se Junten Nuestros Brazos,Los Temerarios,2006,188.16,149.879,0.238,0.673,0.814,5,44,No
32836,Eras Todo para Mí,Los Temerarios,2000,289.067,97.09,0.144,0.661,0.769,0,41,No
36383,Lágrimas De Sangre,Los Temerarios,1987,149.173,89.892,0.277,0.61,0.748,7,28,No
36867,Quise Olvidarme de Ti,Los Temerarios,2000,234.507,146.007,0.663,0.518,0.456,0,42,No
36893,Al Otro Lado del Sol,Los Temerarios,2001,200.04,111.375,0.0154,0.722,0.575,4,39,No
36989,Renunciacion,Los Temerarios,2004,190.813,142.057,0.221,0.513,0.641,0,42,No
37000,Idos de la Mente,Los Temerarios,2004,176.627,85.037,0.149,0.423,0.48,7,41,No
37009,Las Llaves de Mi Alma,Los Temerarios,2004,175.88,81.932,0.522,0.467,0.44,2,41,No
